,食物成分表,,,,,,,,,,,,,,,,,,
序号,名  称,可食部分,能量,水分,蛋白质,脂肪,膳食纤维,碳水化物,维生素A,维生素B1,维生素B2,烟酸,维生素E,钠,钙,铁,类别,维生素C,胆固醇
322,柠檬,66,35,91,1.10000002384186,1.20000004768372,1.29999995231628,4.90000009536743,0,0.0500000007450581,0.0199999995529652,0.600000023841858,1.13999998569489,1.10000002384186,101,0.800000011920929,41,22,0
323,柠檬汁,100,26,93.0999984741211,0.899999976158142,0.200000002980232,0.300000011920929,5.19999980926514,0,0.00999999977648258,0.0199999995529652,0.100000001490116,0,1.20000004768372,24,0.100000001490116,41,11,0
324,枇杷,62,39,89.3000030517578,0.800000011920929,0.200000002980232,0.800000011920929,8.5,117,0.00999999977648258,0.0299999993294477,0.300000011920929,0.239999994635582,4,17,1.10000002384186,41,8,0
325,苹果,76,52,85.9000015258789,0.200000002980232,0.200000002980232,1.20000004768372,12.3000001907349,3,0.0599999986588955,0.0199999995529652,0.200000002980232,2.11999988555908,1.60000002384186,4,0.600000023841858,41,4,0
326,苹果（伏苹果）,86,45,87.3000030517578,0.5,0.100000001490116,1.20000004768372,10.6000003814697,0,0.0399999991059303,0.0399999991059303,0.400000005960464,0.150000005960464,1.29999995231628,15,0.300000011920929,41,2,0
327,苹果（红星苹果）,85,57,85,0.400000005960464,0.100000001490116,0.800000011920929,13.5,2,0,0.0199999995529652,0,0.209999993443489,2.29999995231628,2,0.200000002980232,41,1,0
328,苹果（黄元帅苹果）,80,55,84.5999984741211,0.200000002980232,0.300000011920929,1.79999995231628,12.8999996185303,15,0.0199999995529652,0.0199999995529652,0.100000001490116,0.209999993443489,0.600000023841858,5,0.300000011920929,41,4,0
329,苹果（国光苹果）,78,54,85.9000015258789,0.300000011920929,0.300000011920929,0.800000011920929,12.5,10,0.0199999995529652,0.0299999993294477,0.200000002980232,0.109999999403954,1.29999995231628,8,0.300000011920929,41,4,0
330,苹果（旱）,96,30,90.8000030517578,0.400000005960464,0.200000002980232,1.70000004768372,6.69999980926514,0,0.00999999977648258,0.0299999993294477,0.100000001490116,0,0,0,0,41,0,0
331,苹果（红富士苹果）,85,45,86.9000015258789,0.699999988079071,0.400000005960464,2.09999990463257,9.60000038146973,100,0.00999999977648258,0,0,1.46000003814697,0.699999988079071,3,0.699999988079071,41,2,0
332,苹果（红香蕉苹果）,87,49,86.9000015258789,0.400000005960464,0.200000002980232,0.899999976158142,11.3999996185303,17,0.00999999977648258,0.0199999995529652,0.100000001490116,0.360000014305115,2,5,0.600000023841858,41,3,0
333,苹果（金元帅苹果）,78,50,86.1999969482422,0.200000002980232,0.100000001490116,1.10000002384186,12.1999998092651,15,0.0500000007450581,0.00999999977648258,0.100000001490116,0.610000014305115,1.70000004768372,2,0.200000002980232,41,4,0
334,苹果（黄香蕉苹果）,88,49,85.5999984741211,0.300000011920929,0.200000002980232,2.20000004768372,11.5,3,0,0.0299999993294477,0.300000011920929,0.790000021457672,0.800000011920929,10,0.300000011920929,41,4,0
335,苹果（香玉苹果）,69,59,83.4000015258789,0.5,0.100000001490116,1.70000004768372,14,10,0.0299999993294477,0.0199999995529652,0,0.839999973773956,2.59999990463257,3,0.300000011920929,41,6,0
336,苹果（印度苹果）,90,44,84,0.600000023841858,0.200000002980232,4.90000009536743,9.89999961853027,3,0.0399999991059303,0.0199999995529652,0.100000001490116,0,0,0,0,41,0,0
337,苹果（红元帅苹果）,84,59,84.9000015258789,0.200000002980232,0.400000005960464,0.600000023841858,13.6999998092651,7,0.0199999995529652,0.00999999977648258,0.200000002980232,0.0199999995529652,0.699999988079071,2,0.300000011920929,41,3,0
338,苹果（祝光苹果）,86,46,86.6999969482422,0.400000005960464,0.100000001490116,1.5,11,2,0.0500000007450581,0.00999999977648258,0,0.0700000002980232,1.70000004768372,3,0.300000011920929,41,2,0
339,苹果（青香蕉苹果）,80,49,86.3000030517578,0.300000011920929,0.100000001490116,1.29999995231628,11.8000001907349,3,0.0199999995529652,0.0199999995529652,0.200000002980232,0.370000004768372,1.29999995231628,9,0.200000002980232,41,3,0
340,苹果（秋里蒙苹果）,85,35,87.5,0.200000002980232,0.200000002980232,3.70000004768372,8.19999980926514,0,0.0299999993294477,0.00999999977648258,0.800000011920929,0,0,0,0,41,0,0
341,苹果（倭锦苹果）,86,50,85.8000030517578,0.200000002980232,0.200000002980232,1.70000004768372,11.8999996185303,8,0,0.00999999977648258,0.200000002980232,0,0.600000023841858,4,0.600000023841858,41,1,0
342,苹果（红玉苹果）,84,43,84.6999969482422,0.200000002980232,0.200000002980232,4.69999980926514,10,2,0.0199999995529652,0.0199999995529652,0.5,0,0,0,0,41,0,0
343,苹果罐头,100,39,89.1999969482422,0.200000002980232,0.200000002980232,1.29999995231628,9,0,0,0,0,0,6.19999980926514,26,0.699999988079071,41,0,0
344,苹果酱,100,277,30.3999996185303,0.400000005960464,0.100000001490116,0.300000011920929,68.6999969482422,0,0.280000001192093,0.0199999995529652,0,0,11,2,1.29999995231628,41,1,0
345,苹果脯,100,336,14.1999998092651,0.600000023841858,0.100000001490116,1.60000002384186,83.3000030517578,12,0.00999999977648258,0.0900000035762787,0.100000001490116,0.439999997615814,12.8000001907349,9,1.60000002384186,41,0,0
346,葡萄,86,43,88.6999969482422,0.5,0.200000002980232,0.400000005960464,9.89999961853027,8,0.0399999991059303,0.0199999995529652,0.200000002980232,0.699999988079071,1.29999995231628,5,0.400000005960464,41,25,0
347,葡萄（紫）,88,43,88.4000015258789,0.699999988079071,0.300000011920929,1,9.30000019073486,10,0.0299999993294477,0.00999999977648258,0.300000011920929,0,1.79999995231628,10,0.5,41,3,0
348,葡萄（红玫瑰）,96,37,88.5,0.400000005960464,0.200000002980232,2.20000004768372,8.5,0,0.0299999993294477,0.0199999995529652,0,1.6599999666214,1.5,17,0.300000011920929,41,5,0
349,葡萄（巨峰）,84,50,87,0.400000005960464,0.200000002980232,0.400000005960464,11.6000003814697,5,0.0299999993294477,0.00999999977648258,0.100000001490116,0.340000003576279,2,7,0.600000023841858,41,4,0
350,葡萄（马奶子）,84,40,89.5999984741211,0.5,0.400000005960464,0.400000005960464,8.69999980926514,8,0,0.0299999993294477,0.800000011920929,0,0,0,0,41,0,0
351,葡萄（玫瑰香）,86,50,86.9000015258789,0.400000005960464,0.400000005960464,1,11.1000003814697,3,0.0199999995529652,0.0199999995529652,0.200000002980232,0.860000014305115,2.40000009536743,8,0.100000001490116,41,4,0
352,葡萄干,100,341,11.6000003814697,2.5,0.400000005960464,1.60000002384186,81.8000030517578,0,0.0900000035762787,0,0,0,19.1000003814697,52,9.10000038146973,41,5,0
353,青梅果脯,100,308,20,1.20000004768372,0.600000023841858,2.90000009536743,74.5,2,0,0.330000013113022,0.100000001490116,88,222.800003051758,106,4,41,4,0
354,人参果,88,80,77.0999984741211,0.600000023841858,0.699999988079071,3.5,17.7000007629395,8,0,0.25,0.300000011920929,0,7.09999990463257,13,0.200000002980232,41,12,0
355,桑葚,100,49,82.8000030517578,1.70000004768372,0.400000005960464,4.09999990463257,9.69999980926514,5,0.0199999995529652,0.0599999986588955,0,9.86999988555908,2,37,0.400000005960464,41,0,0
356,桑葚（干）,100,239,10.6999998092651,21.1000003814697,6.09999990463257,29.2999992370605,24.8999996185303,0,0.349999994039536,0.610000014305115,4.80000019073486,32.6800003051758,28.1000003814697,622,42.5,41,7,0
357,柿,87,71,80.5999984741211,0.400000005960464,0.100000001490116,1.39999997615814,17.1000003814697,20,0.0199999995529652,0.0199999995529652,0.300000011920929,1.12000000476837,0.800000011920929,9,0.200000002980232,41,30,0
358,柿（磨盘）,98,76,79.4000015258789,0.699999988079071,0.100000001490116,1.5,18.1000003814697,17,0.00999999977648258,0,0.200000002980232,1.33000004291534,4.69999980926514,5,0.200000002980232,41,10,0
359,柿（荷柿）,98,57,81.6999969482422,0.600000023841858,0.200000002980232,3.79999995231628,13.3000001907349,73,0.0299999993294477,0.0399999991059303,0.300000011920929,2.95000004768372,1.10000002384186,9,0.200000002980232,41,11,0
360,柿饼,97,250,33.7999992370605,1.79999995231628,0.200000002980232,2.59999990463257,60.2000007629395,48,0.00999999977648258,0,0.5,0.629999995231628,6.40000009536743,54,2.70000004768372,41,0,0
361,石榴（红粉皮石榴）,57,64,78.6999969482422,1.29999995231628,0.100000001490116,4.90000009536743,14.5,0,0.0500000007450581,0.0299999993294477,0,3.72000002861023,0.800000011920929,16,0.200000002980232,41,13,0
362,石榴（玛瑙石榴）,60,63,79.1999969482422,1.60000002384186,0.200000002980232,4.69999980926514,13.6999998092651,0,0.0500000007450581,0.0299999993294477,0,2.27999997138977,0.699999988079071,6,0.400000005960464,41,5,0
363,石榴（青皮石榴）,55,61,79.5,1.20000004768372,0.200000002980232,4.90000009536743,13.6000003814697,0,0.0500000007450581,0.0299999993294477,0,4.53000020980835,1.29999995231628,6,0.200000002980232,41,8,0
364,酸刺,16,107,70.6999969482422,2.79999995231628,0.300000011920929,2.20000004768372,23.2999992370605,25,0.0199999995529652,0.0399999991059303,0.200000002980232,1.51999998092651,8.30000019073486,105,11.6999998092651,41,74,0
365,酸枣棘,52,278,18.2999992370605,3.5,1.5,10.6000003814697,62.7000007629395,0,0.00999999977648258,0.0199999995529652,0.899999976158142,0,3.79999995231628,435,6.59999990463257,41,0,0
366,桃,86,48,86.4000015258789,0.899999976158142,0.100000001490116,1.29999995231628,10.8999996185303,3,0.00999999977648258,0.0299999993294477,0.699999988079071,1.53999996185303,5.69999980926514,6,0.800000011920929,41,7,0
367,桃（白粉桃）,93,24,92.6999969482422,1.29999995231628,0.100000001490116,0.899999976158142,4.59999990463257,0,0.00999999977648258,0.0399999991059303,0.200000002980232,0,0,0,0,41,9,0
368,桃（高山白桃）,69,40,88.5,0.699999988079071,0.200000002980232,1.29999995231628,8.80000019073486,3,0.0399999991059303,0.00999999977648258,0,1.04999995231628,0.699999988079071,7,0.800000011920929,41,10,0
369,桃（旱久保）,89,46,87.3000030517578,0.899999976158142,0.100000001490116,0.800000011920929,10.5,2,0.0299999993294477,0.0199999995529652,0.800000011920929,0.529999971389771,1.79999995231628,12,0.200000002980232,41,10,0
370,桃（黄桃）,93,54,85.1999969482422,0.5,0.100000001490116,1.20000004768372,12.8000001907349,15,0,0.00999999977648258,0.300000011920929,0.920000016689301,0,0,0,41,9,0
371,桃（金红桃）,88,26,92.1999969482422,0.699999988079071,0.100000001490116,1,5.59999990463257,0,0,0.0299999993294477,0.200000002980232,0,0,0,0,41,9,0
372,桃（久保桃）,94,41,89,0.600000023841858,0.100000001490116,0.600000023841858,9.39999961853027,0,0.0399999991059303,0.0399999991059303,1.20000004768372,1.14999997615814,2,10,0.400000005960464,41,8,0
373,桃（蒲桃）,69,33,88.6999969482422,0.5,0.200000002980232,2.79999995231628,7.40000009536743,0,0,0.0199999995529652,0.100000001490116,0.699999988079071,1,4,0.300000011920929,41,25,0
374,桃（蜜桃）,88,41,88.6999969482422,0.899999976158142,0.200000002980232,0.800000011920929,9,2,0.0199999995529652,0.0299999993294477,1,1,2.90000009536743,10,0.5,41,4,0
375,桃（晚，黄）,75,39,89,0.699999988079071,0.200000002980232,1,8.60000038146973,3,0.0500000007450581,0.00999999977648258,0,0.209999993443489,0.5,6,0.300000011920929,41,11,0
376,桃（庆丰）,93,44,88.8000030517578,0.600000023841858,0.100000001490116,0,10.1000003814697,0,0.00999999977648258,0.209999993443489,0.100000001490116,0.759999990463257,2.09999990463257,0,0.300000011920929,41,0,0
377,桃（五月鲜）,93,42,89.4000015258789,0.400000005960464,0.100000001490116,0,10,0,0,0.28999999165535,0,0.670000016689301,0,7,0.300000011920929,41,0,0
378,桃（早，黄）,73,38,89,0.400000005960464,0.100000001490116,1.10000002384186,9,10,0.0500000007450581,0.0199999995529652,0,0.709999978542328,1.29999995231628,4,0.400000005960464,41,12,0
379,桃（糖水罐头）,100,58,84.9000015258789,0.300000011920929,0,0.400000005960464,14.3000001907349,0,0,0.0399999991059303,0.200000002980232,0.75,28,16,0.400000005960464,41,0,0
380,桃酱,100,273,31.2000007629395,0.400000005960464,0.200000002980232,0.5,67.5,0,0.00999999977648258,0.00999999977648258,0.5,0.430000007152557,14.1999998092651,5,1.29999995231628,41,3,0
381,桃脯,100,310,19.2000007629395,1.39999997615814,0.400000005960464,2.40000009536743,75.1999969482422,8,0.00999999977648258,0.119999997317791,0.800000011920929,6.25,243,96,10.3999996185303,41,6,0
382,无花果,100,59,81.3000030517578,1.5,0.100000001490116,3,13,5,0.0299999993294477,0.0199999995529652,0.100000001490116,1.82000005245209,5.5,67,0.100000001490116,41,2,0
383,香蕉,59,91,75.8000030517578,1.39999997615814,0.200000002980232,1.20000004768372,20.7999992370605,10,0.0199999995529652,0.0399999991059303,0.699999988079071,0.239999994635582,0.800000011920929,7,0.400000005960464,41,8,0
384,西瓜脯,100,305,18.7000007629395,0.699999988079071,0.200000002980232,2,75.5,3,0.00999999977648258,0.0299999993294477,0.400000005960464,0,529.299987792969,253,11,41,13,0
385,杏,91,36,89.4000015258789,0.899999976158142,0.100000001490116,1.29999995231628,7.80000019073486,75,0.0199999995529652,0.0299999993294477,0.600000023841858,0.949999988079071,2.29999995231628,14,0.600000023841858,41,4,0
386,杏（李子杏）,92,35,89.9000015258789,1,0.100000001490116,1.10000002384186,7.5,13,0.0299999993294477,0.00999999977648258,0.5,0,1.5,3,0.200000002980232,41,16,0
387,杏干,25,330,8.80000019073486,2.70000004768372,0.400000005960464,4.40000009536743,78.8000030517578,102,0,0.00999999977648258,1.20000004768372,0,40.4000015258789,147,0.300000011920929,41,0,0
388,杏酱,100,286,28.2999992370605,0.200000002980232,0.300000011920929,0.400000005960464,70.5,5,0.100000001490116,0.0700000002980232,0.200000002980232,0.310000002384186,5,6,0.400000005960464,41,1,0
389,杏脯,100,329,15.3000001907349,0.800000011920929,0.600000023841858,1.79999995231628,80.1999969482422,157,0.0199999995529652,0.0900000035762787,0.600000023841858,0.610000014305115,213.300003051758,68,4.80000019073486,41,6,0
390,杏脯（李广杏）,100,284,23.7000007629395,2.79999995231628,0.300000011920929,4.59999990463257,67.5,80,0,0.0299999993294477,1.5,0,146.5,397,12.3000001907349,41,8,0
391,杏子罐头,100,37,89.1999969482422,0.600000023841858,0.200000002980232,1.39999997615814,8.30000019073486,72,0,0,0,1.32000005245209,22.2999992370605,6,2.09999990463257,41,0,0
392,杨梅（树梅，山杨梅）,82,28,92,0.800000011920929,0.200000002980232,1,5.69999980926514,7,0.00999999977648258,0.0500000007450581,0.300000011920929,0.810000002384186,0.699999988079071,14,1,41,9,0
393,桃（杨桃）,88,29,91.4000015258789,0.600000023841858,0.200000002980232,1.20000004768372,6.19999980926514,3,0.0199999995529652,0.0299999993294477,0.699999988079071,0,1.39999997615814,4,0.400000005960464,41,7,0
394,椰子,33,231,51.7999992370605,4,12.1000003814697,4.69999980926514,26.6000003814697,0,0.00999999977648258,0.00999999977648258,0.5,0,55.5999984741211,2,1.79999995231628,41,6,0
395,樱桃（野，白刺）,23,288,18.7999992370605,11.3999996185303,3.90000009536743,7.90000009536743,51.9000015258789,0,0.119999997317791,0.219999998807907,3.5,0,98.5,59,11.3999996185303,41,0,0
396,樱桃,80,46,88,1.10000002384186,0.200000002980232,0.300000011920929,9.89999961853027,35,0.0199999995529652,0.0199999995529652,0.600000023841858,2.22000002861023,8,11,0.400000005960464,41,10,0
397,柚（文旦）,69,41,89,0.800000011920929,0.200000002980232,0.400000005960464,9.10000038146973,2,0,0.0299999993294477,0.300000011920929,0,3,4,0.300000011920929,41,23,0
398,余甘子（油甘子）,80,38,86.5999984741211,0.300000011920929,0.100000001490116,3.40000009536743,9,8,0,0.00999999977648258,0.5,0,0,6,0.200000002980232,41,62,0
399,枣（鲜）,87,122,67.4000015258789,1.10000002384186,0.300000011920929,1.89999997615814,28.6000003814697,40,0.0599999986588955,0.0900000035762787,0.899999976158142,0.779999971389771,1.20000004768372,22,1.20000004768372,41,243,0
400,枣（干）,80,264,26.8999996185303,3.20000004768372,0.5,6.19999980926514,61.5999984741211,2,0.0399999991059303,0.159999996423721,0.899999976158142,3.03999996185303,6.19999980926514,64,2.29999995231628,41,14,0
401,枣（干，大）,88,298,14.5,2.09999990463257,0.400000005960464,9.5,71.5999984741211,0,0.0799999982118607,0.150000005960464,1.60000002384186,0,8.30000019073486,54,2.09999990463257,41,7,0
402,枣（金丝小枣）,81,322,19.2999992370605,1.20000004768372,1.10000002384186,0,76.6999969482422,0,0.0399999991059303,0.5,0.400000005960464,1.30999994277954,7.40000009536743,23,1.5,41,0,0
403,枣（酒枣）,91,145,61.7000007629395,1.60000002384186,0.200000002980232,1.39999997615814,34.2999992370605,0,0.0500000007450581,0.0399999991059303,0.400000005960464,0,0.800000011920929,75,1.39999997615814,41,0,0
404,枣（蜜枣，无核）,100,320,16.6000003814697,1,0.100000001490116,3,78.9000015258789,5,0,0.140000000596046,0.400000005960464,0.300000011920929,15.8000001907349,24,2.40000009536743,41,104,0
405,枣（蜜枣）,100,321,13.3999996185303,1.29999995231628,0.200000002980232,5.80000019073486,78.5999984741211,0,0.00999999977648258,0.100000001490116,0.400000005960464,0,25.1000003814697,59,3.5,41,55,0
406,枣（密云小枣）,92,214,38.7000007629395,3.90000009536743,0.800000011920929,7.30000019073486,47.9000015258789,0,0.0599999986588955,0.0399999991059303,0.899999976158142,0,9.30000019073486,80,2.70000004768372,41,0,0
407,枣（沙枣）,41,200,30.5,5.90000009536743,0.800000011920929,18.3999996185303,42.4000015258789,0,0,0,0,0,0,0,0,41,0,0
408,枣（乌枣）,59,228,32.5999984741211,3.70000004768372,0.5,9.19999980926514,52.2000007629395,0,0.0700000002980232,0.0900000035762787,1.10000002384186,1.24000000953674,1.20000004768372,42,3.70000004768372,41,6,0
409,猕猴桃（中华猕猴桃，羊桃）,83,56,83.4000015258789,0.800000011920929,0.600000023841858,2.59999990463257,11.8999996185303,22,0.0500000007450581,0.0199999995529652,0.300000011920929,2.4300000667572,10,27,1.20000004768372,41,62,0
410,白果,100,355,9.89999961853027,13.1999998092651,1.29999995231628,0,72.5999984741211,0,0,0,0,0.730000019073486,17.5,54,0.200000002980232,42,0,0
411,白果（干，银杏）,67,355,9.89999961853027,13.1999998092651,1.29999995231628,0,72.5999984741211,0,0,0.100000001490116,0,24.7000007629395,17.5,54,0.200000002980232,42,0,0
412,核桃（干，胡桃）,43,627,5.19999980926514,14.8999996185303,58.7999992370605,9.5,9.60000038146973,5,0.150000005960464,0.140000000596046,0.899999976158142,43.2099990844727,6.40000009536743,56,2.70000004768372,42,1,0
413,核桃（鲜）,43,327,49.7999992370605,12.8000001907349,29.8999996185303,4.30000019073486,1.79999995231628,0,0.0700000002980232,0.140000000596046,1.39999997615814,41.1699981689453,0,0,0,42,10,0
414,花生（生，落花生，长生果）,53,298,48.2999992370605,12.1000003814697,25.3999996185303,7.69999980926514,5.19999980926514,2,0,0.0399999991059303,14.1000003814697,2.9300000667572,3.70000004768372,8,3.40000009536743,42,14,0
415,花生（炒）,71,589,4.09999990463257,21.8999996185303,48,6.30000019073486,17.2999992370605,10,0.129999995231628,0.119999997317791,18.8999996185303,12.9399995803833,34.7999992370605,47,1.5,42,0,0
416,肠（茶肠）,100,329,52.4000015258789,9,29.6000003814697,0,6.69999980926514,0,0.140000000596046,0.0799999982118607,3.09999990463257,0.209999993443489,723.200012207031,2,2.09999990463257,51,0,72
417,肠（大腊肠）,100,267,54.9000015258789,12.8999996185303,20.1000003814697,0,8.60000038146973,0,0.670000016689301,0.0700000002980232,10,0,1099.09997558594,24,1.5,51,0,0
418,肠（大肉肠）,100,272,57,12,22.8999996185303,0,4.59999990463257,0,0.239999994635582,0.0599999986588955,7.40000009536743,0,1370.40002441406,67,3.09999990463257,51,0,72
419,肠（蛋清肠）,100,278,55.0999984741211,12.5,22.7999992370605,0,5.80000019073486,20,0.649999976158142,0.0599999986588955,10.6999998092651,0,1143.19995117188,26,2.20000004768372,51,0,61
420,肠（儿童肠）,100,290,49.7999992370605,13.1000003814697,19.6000003814697,0,15.3000001907349,0,0.259999990463257,0.0900000035762787,3,1.11000001430511,0,12,3.20000004768372,51,0,61
421,肠（风干肠）,100,283,55.7999992370605,12.3999996185303,23.2999992370605,0,5.90000009536743,0,0.119999997317791,0.0900000035762787,12.6000003814697,0,618,18,3.5,51,0,47
422,肠（广东香肠）,100,433,33.5,18,37.2999992370605,0,6.40000009536743,0,0.419999986886978,0.0700000002980232,5.69999980926514,0,1477.90002441406,5,2.79999995231628,51,0,94
423,肠（红果肠）,100,260,51.4000015258789,10.1999998092651,15.3000001907349,0,20.2999992370605,0,0.0500000007450581,0.109999999403954,11.3000001907349,0.409999996423721,781.299987792969,22,4.69999980926514,51,0,23
424,肠（火腿肠）,100,212,57.4000015258789,14,10.3999996185303,0,15.6000003814697,5,0.259999990463257,0.430000007152557,2.29999995231628,0.709999978542328,771.200012207031,9,4.5,51,0,57
425,肠（腊肠）,100,584,8.39999961853027,22,48.2999992370605,0,15.3000001907349,0,0.0399999991059303,0.119999997317791,3.79999995231628,0,1420,24,3.20000004768372,51,0,88
426,肠（松江肠）,100,402,30.3999996185303,12.3000001907349,26.5,0,28.5,10,0.200000002980232,0.100000001490116,3.09999990463257,0.0900000035762787,759,5,2.79999995231628,51,0,38
427,肠（蒜肠）,100,297,52.5,7.5,25.3999996185303,0,9.5,5,0.0599999986588955,0.150000005960464,1,0.270000010728836,561.5,13,1.89999997615814,51,0,51
428,肠（午餐肠）,100,261,52.4000015258789,2.90000009536743,16.6000003814697,0,24.8999996185303,65,0.100000001490116,0.709999978542328,0.400000005960464,0.180000007152557,552.799987792969,2,4.69999980926514,51,0,47
429,肠（香肠）,100,508,19.2000007629395,24.1000003814697,40.7000007629395,0,11.1999998092651,0,0.479999989271164,0.109999999403954,4.40000009536743,1.04999995231628,2309.19995117188,14,5.80000019073486,51,0,82
430,肠（小红肠）,100,280,56.2000007629395,11.8000001907349,23.2000007629395,0,6,158,0.270000010728836,0.140000000596046,2.59999990463257,0.170000001788139,682.200012207031,10,2.20000004768372,51,0,72
431,肠（小泥肠）,100,295,56.4000015258789,11.3000001907349,26.2999992370605,0,3.20000004768372,0,0.159999996423721,0.0700000002980232,13.3999996185303,0,648.200012207031,20,1.10000002384186,51,0,59
432,肠（猪肉香肠，罐头）,100,290,60.7000007629395,7.90000009536743,28.1000003814697,0,1.29999995231628,0,0.230000004172325,0.180000007152557,1.89999997615814,0.850000023841858,874.299987792969,6,0.600000023841858,51,0,0
433,叉烧肉,100,279,49.2000007629395,23.7999992370605,16.8999996185303,0,7.90000009536743,16,0.660000026226044,0.230000004172325,7,0.680000007152557,818.799987792969,8,2.59999990463257,51,0,68
434,方腿,100,117,73.9000015258789,16.2000007629395,5,0,1.89999997615814,0,0.5,0.200000002980232,17.3999996185303,0.150000005960464,424.5,1,3,51,0,45
435,宫爆肉丁（罐头）,100,336,44.5,17.7000007629395,27.6000003814697,0,4.19999980926514,31,0.370000004768372,0.109999999403954,10.3999996185303,1.50999999046326,471.899993896484,47,2,51,0,62
436,狗肉,80,116,76,16.7999992370605,4.59999990463257,0,1.79999995231628,157,0.340000003576279,0.200000002980232,3.5,1.39999997615814,47.4000015258789,52,2.90000009536743,51,0,62
437,火腿后坐（火腿）,100,330,47.9000015258789,16,27.3999996185303,0,4.90000009536743,46,0.280000001192093,0.0900000035762787,8.60000038146973,0.800000011920929,1086.69995117188,3,2.20000004768372,51,0,120
438,火腿（金华火腿）,100,318,48.7000007629395,16.3999996185303,28,0,0,20,0.509999990463257,0.180000007152557,4.80000019073486,0.180000007152557,233.399993896484,9,2.09999990463257,51,0,98
439,火腿（熟）,100,529,24.6000003814697,12.3999996185303,50.4000015258789,0,6.40000009536743,0,0.170000001788139,0,0,0,0,0,0,51,0,166
440,酱驴肉,100,246,50.7000007629395,31.3999996185303,11.8999996185303,0,3.20000004768372,11,0.0500000007450581,0.219999998807907,4.40000009536743,1.25,869.200012207031,20,4,51,0,116
441,酱牛肉,100,246,50.7000007629395,31.3999996185303,11.8999996185303,0,3.20000004768372,11,0.0500000007450581,0.219999998807907,4.40000009536743,1.25,869.200012207031,20,4,51,0,76
442,酱羊肉,100,272,45.7000007629395,25.3999996185303,13.6999998092651,0,11.8000001907349,0,0.0700000002980232,0.0599999986588955,8.30000019073486,1.27999997138977,937.799987792969,43,4.09999990463257,51,0,92
443,酱汁肉,96,549,24,15.5,50.4000015258789,0,8.39999961853027,4,0.0700000002980232,0.140000000596046,2.5,0.490000009536743,257.399993896484,9,1.5,51,0,92
444,腊肉（培根）,100,181,63.0999984741211,22.2999992370605,9,0,2.59999990463257,0,0.899999976158142,0.109999999403954,4.5,0.109999999403954,51.2000007629395,2,2.40000009536743,51,0,46
445,腊肉（生）,100,498,31.1000003814697,11.8000001907349,48.7999992370605,0,2.90000009536743,96,0,0,0,6.23000001907349,763.900024414062,22,7.5,51,0,123
446,腊肉（熟）,100,587,10.8999996185303,13.1999998092651,48.9000015258789,0,23.6000003814697,0,0.230000004172325,0,0,0,0,0,0,51,0,135
447,腊羊肉,100,246,47.7999992370605,26.1000003814697,10.6000003814697,0,11.5,0,0.0299999993294477,0.5,3.40000009536743,7.26000022888184,8991.599609375,14,6.59999990463257,51,0,100
448,驴鞭（生）,100,143,60.4000015258789,29.7000007629395,0.800000011920929,0,4.30000019073486,0,0,0,0,0.569999992847443,698.099975585938,51,6.80000019073486,51,0,186
449,驴鞭（熟，金钱肉）,100,186,51.7999992370605,39,2.29999995231628,0,2.29999995231628,0,0.0500000007450581,0,0,0,0,0,0,51,0,356
450,骆驼蹄,100,116,72.1999969482422,25.6000003814697,1.39999997615814,0,0.200000002980232,9,0.00999999977648258,0,0,0,210.300003051758,36,4,51,0,55
451,骆驼掌,100,310,21.8999996185303,72.8000030517578,2,0,0.300000011920929,26,0.0299999993294477,0,0,0,170.600006103516,152,0.300000011920929,51,0,360
452,驴肉（瘦）,100,116,73.8000030517578,21.5,3.20000004768372,0,0.400000005960464,72,0.0299999993294477,0.159999996423721,2.5,2.75999999046326,46.9000015258789,2,4.30000019073486,51,0,74
453,驴肉（熟）,100,251,57.7000007629395,32.2999992370605,13.5,0,0,25,0,0.100000001490116,0,0.389999985694885,207.399993896484,13,8.30000019073486,51,0,0
454,卤猪杂,100,186,57.5,24.6000003814697,4.80000019073486,0,11,0,0.00999999977648258,0.100000001490116,2.20000004768372,0,881.400024414062,14,3,51,0,208
455,马肉,100,122,74.0999984741211,20.1000003814697,4.59999990463257,0,0.100000001490116,28,0.0599999986588955,0.25,2.20000004768372,1.41999995708466,115.800003051758,5,5.09999990463257,51,0,84
456,马心,100,104,76.3000030517578,18.8999996185303,2.70000004768372,0,1,32,0.219999998807907,0.28999999165535,2.90000009536743,1.99000000953674,66.1999969482422,25,11.8999996185303,51,0,119
457,牛大肠,100,66,85.9000015258789,11,2.29999995231628,0,0.400000005960464,0,0.0299999993294477,0.0799999982118607,1.20000004768372,0,28,12,2,51,0,124
458,牛肚,100,72,83.4000015258789,14.5,1.60000002384186,0,0,2,0.0299999993294477,0.129999995231628,2.5,0.509999990463257,60.5999984741211,40,1.79999995231628,51,0,104
459,牛肺,100,94,78.5999984741211,16.5,2.5,0,1.5,12,0.0399999991059303,0.209999993443489,3.40000009536743,0.340000003576279,154.800003051758,8,11.6999998092651,51,0,306
460,牛肝,100,139,68.6999969482422,19.7999992370605,3.90000009536743,0,6.19999980926514,20220,0.159999996423721,1.29999995231628,11.8999996185303,0.129999995231628,45,4,6.59999990463257,51,0,297
461,牛脑,100,149,75.0999984741211,12.5,11,0,0.100000001490116,0,0.150000005960464,0.25,4,0,185.600006103516,583,4.69999980926514,51,0,2447
