,食物成分表,,,,,,,,,,,,,,,,,,
序号,名  称,可食部分,能量,水分,蛋白质,脂肪,膳食纤维,碳水化物,维生素A,维生素B1,维生素B2,烟酸,维生素E,钠,钙,铁,类别,维生素C,胆固醇
994,南瓜子仁,100,566,9.19999980926514,33.2000007629395,48.0999984741211,4.90000009536743,0,0,0.200000002980232,0.0900000035762787,1.79999995231628,13.25,20.6000003814697,16,1.5,42,0,0
995,芡实米（鸡头米）,100,351,11.3999996185303,8.30000019073486,0.300000011920929,0.899999976158142,78.6999969482422,0,0.300000011920929,0.0900000035762787,0.400000005960464,0,28.3999996185303,37,0.5,42,0,0
996,山核桃（熟，小核桃）,30,596,2.20000004768372,7.90000009536743,50.7999992370605,7.80000019073486,26.7999992370605,0,0.0199999995529652,0.0900000035762787,1,14.0799999237061,430.299987792969,133,5.40000009536743,42,0,0
997,山核桃（干）,24,601,2.20000004768372,18,50.4000015258789,7.40000009536743,18.7999992370605,5,0.159999996423721,0.0900000035762787,0.5,65.5500030517578,250.699996948242,57,6.80000019073486,42,0,0
998,松子（炒）,31,619,3.59999990463257,14.1000003814697,58.5,12.3999996185303,9,5,0,0.109999999403954,3.79999995231628,25.2000007629395,3,161,5.19999980926514,42,0,0
999,松子（生）,32,640,3,12.6000003814697,62.5999984741211,12.3999996185303,8.60000038146973,7,0.409999996423721,0.0900000035762787,3.79999995231628,34.4700012207031,0,3,5.90000009536743,42,0,0
1000,松子仁,100,698,0.800000011920929,13.3999996185303,70.5999984741211,10,2.20000004768372,2,0.189999997615814,0.25,4,32.7900009155273,10.1000003814697,78,4.30000019073486,42,0,0
1001,西瓜子（话梅）,38,541,5,30.2999992370605,46.5,13.1999998092651,0.200000002980232,0,0.0299999993294477,0.0500000007450581,3.20000004768372,2.71000003814697,133.699996948242,392,4.40000009536743,42,0,0
1002,西瓜子（炒）,43,573,4.30000019073486,32.7000007629395,44.7999992370605,4.5,9.69999980926514,0,0.0399999991059303,0.0799999982118607,3.40000009536743,1.23000001907349,187.699996948242,28,8.19999980926514,42,0,0
1003,西瓜子仁,100,555,9.19999980926514,32.4000015258789,45.9000015258789,5.40000009536743,3.20000004768372,0,0.200000002980232,0.0799999982118607,1.39999997615814,27.3700008392334,9.39999961853027,0,4.69999980926514,42,0,0
1004,杏仁,100,514,5.59999990463257,24.7000007629395,44.7999992370605,19.2000007629395,2.90000009536743,0,0.0799999982118607,1.25,0,18.5300006866455,7.09999990463257,71,1.29999995231628,42,26,0
1005,榛子（干）,27,542,7.40000009536743,20,44.7999992370605,9.60000038146973,14.6999998092651,8,0.620000004768372,0.140000000596046,2.5,36.4300003051758,4.69999980926514,104,6.40000009536743,42,0,0
1006,榛子（炒）,21,594,2.29999995231628,30.5,50.2999992370605,8.19999980926514,4.90000009536743,12,0.209999993443489,0.219999998807907,9.80000019073486,25.2000007629395,153,815,5.09999990463257,42,0,0
1007,鸭蛋（咸）,88,190,61.2999992370605,12.6999998092651,12.6999998092651,0,6.30000019073486,134,0.159999996423721,0.330000013113022,0.100000001490116,6.25,2706.10009765625,118,3.59999990463257,54,0,647
1008,鸭蛋白,100,47,87.6999969482422,9.89999961853027,0,0,1.79999995231628,23,0.00999999977648258,0.0700000002980232,0.100000001490116,0.159999996423721,71.1999969482422,18,0.100000001490116,54,0,0
1009,鸭蛋黄,100,378,44.9000015258789,14.5,33.7999992370605,0,4,1980,0.280000001192093,0.620000004768372,0,12.7200002670288,30.1000003814697,123,4.90000009536743,54,0,1576
1010,白姑鱼（白米子鱼）,67,150,71.5,19.1000003814697,8.19999980926514,0,0,0,0.0199999995529652,0.0799999982118607,3.29999995231628,1.49000000953674,152.699996948242,23,0.300000011920929,61,0,0
1011,鲅鱼（马鲛鱼，燕鲅鱼，巴鱼）,80,122,72.5,21.2000007629395,3.09999990463257,0,2.20000004768372,19,0.0299999993294477,0.0399999991059303,2.09999990463257,0.709999978542328,74.1999969482422,35,0.800000011920929,61,0,75
1012,鲅鱼（咸，咸马鲛）,67,157,52.7999992370605,23.2999992370605,1.60000002384186,0,12.3999996185303,0,0.0399999991059303,0,2.70000004768372,4.59999990463257,5350,0,6.19999980926514,61,0,0
1013,八爪鱼（八角鱼）,78,135,65.4000015258789,18.8999996185303,0.400000005960464,0,14,0,0.0399999991059303,0.0599999986588955,5.40000009536743,1.3400000333786,65.4000015258789,21,0.600000023841858,61,0,0
1014,鳊鱼（鲂鱼，武昌鱼）,59,135,73.0999984741211,18.2999992370605,6.30000019073486,0,1.20000004768372,28,0.0199999995529652,0.0700000002980232,1.70000004768372,0.519999980926514,41.0999984741211,89,0.699999988079071,61,0,94
1015,餐条鱼,78,165,72.6999969482422,18.2999992370605,10.1999998092651,0,0,0,0.0700000002980232,0,0,0,0,0,0,61,0,103
1016,草鱼（白鲩，草包鱼）,58,112,77.3000030517578,16.6000003814697,5.19999980926514,0,0,11,0.0399999991059303,0.109999999403954,2.79999995231628,2.02999997138977,46,38,0.800000011920929,61,0,86
1017,鲳鱼（平鱼，银鲳，刺鲳）,70,142,72.8000030517578,18.5,7.80000019073486,0,0,24,0.0399999991059303,0.0700000002980232,2.09999990463257,1.25999999046326,62.5,46,1.10000002384186,61,0,77
1018,赤眼鳟（金目鱼）,59,114,76.5,18.1000003814697,5,0,0,12,0.0199999995529652,0.0799999982118607,4.69999980926514,1.70000004768372,87,59,6.40000009536743,61,0,121
1019,大黄鱼（大黄花鱼）,66,96,77.6999969482422,17.7000007629395,2.5,0,0.800000011920929,10,0.0299999993294477,0.100000001490116,1.89999997615814,1.12999999523163,120.300003051758,53,0.699999988079071,61,0,86
1020,带鱼（白带鱼，刀鱼）,76,127,73.3000030517578,17.7000007629395,4.90000009536743,0,3.09999990463257,29,0.0199999995529652,0.0599999986588955,2.79999995231628,0.819999992847443,150.100006103516,28,1.20000004768372,61,0,76
1021,大麻哈鱼（大马哈鱼）,72,143,74.0999984741211,17.2000007629395,8.60000038146973,0,0,45,0.0700000002980232,0.180000007152557,4.40000009536743,0.779999971389771,0,13,0.300000011920929,61,0,101
1022,鲷鱼（黑鲷，铜盆鱼，大目鱼）,65,106,75.1999969482422,17.8999996185303,2.59999990463257,0,2.70000004768372,12,0.0199999995529652,0.100000001490116,3.5,1.08000004291534,103.900001525879,186,2.29999995231628,61,0,65
1023,鲽（比目鱼，凸眼鱼）,72,107,74.5999984741211,21.1000003814697,2.29999995231628,0,0.5,117,0.0299999993294477,0.0399999991059303,1.5,2.34999990463257,150.399993896484,107,0.400000005960464,61,0,73
1024,丁香鱼（干）,100,196,36.2999992370605,37.5,3.09999990463257,0,4.59999990463257,119,0.00999999977648258,0.170000001788139,2,0.300000011920929,4375,590,4.30000019073486,61,0,379
1025,堤鱼（海河乌江）,64,191,66.9000015258789,17.6000003814697,12.8000001907349,0,1.29999995231628,5,0.189999997615814,0.119999997317791,6.5,0.330000013113022,65,15,2.20000004768372,61,0,0
1026,颚针鱼（针量鱼）,75,180,66.5,20.2000007629395,10.3999996185303,0,1.39999997615814,0,0.00999999977648258,0.0199999995529652,0,3.35999989509583,73.3000030517578,58,1.20000004768372,61,0,101
1027,狗母鱼（大头狗母鱼）,67,100,76.5,16.7000007629395,2.29999995231628,0,3,11,0.0500000007450581,0.100000001490116,3.70000004768372,0.0700000002980232,156.300003051758,95,2.20000004768372,61,0,71
1028,鳜鱼（桂鱼）,61,117,74.5,19.8999996185303,4.19999980926514,0,0,12,0.0199999995529652,0.0700000002980232,5.90000009536743,0.870000004768372,68.5999984741211,63,1,61,0,124
1029,海鲫鱼（九九鱼）,60,206,64.3000030517578,17,13.6999998092651,0,3.59999990463257,0,0.0199999995529652,0.0199999995529652,4.30000019073486,1.05999994277954,15.8000001907349,69,1.89999997615814,61,0,70
1030,海鳗（海鳗鱼，鲫勾）,67,122,74.5999984741211,18.7999992370605,5,0,0.5,22,0.0599999986588955,0.0700000002980232,3,1.70000004768372,95.8000030517578,28,0.699999988079071,61,0,71
1031,红娘鱼（冀红娘鱼）,55,105,76.0999984741211,18,2.79999995231628,0,1.89999997615814,6,0.0299999993294477,0.0700000002980232,4.90000009536743,0.699999988079071,163.899993896484,160,1.20000004768372,61,0,120
1032,黄姑鱼（黄婆鸡鱼）,63,133,74,18.3999996185303,7,0,0,0,0.0399999991059303,0.0900000035762787,3.59999990463257,1.0900000333786,101.900001525879,94,0.899999976158142,61,0,166
1033,黄颡鱼（戈牙鱼，黄鳍鱼）,52,124,71.5999984741211,17.7999992370605,2.70000004768372,0,7.09999990463257,0,0.00999999977648258,0.0599999986588955,3.70000004768372,1.48000001907349,250.399993896484,59,6.40000009536743,61,0,90
1034,黄鳝（鳝鱼）,67,89,78,18,1.39999997615814,0,1.20000004768372,50,0.0599999986588955,0.980000019073486,3.70000004768372,1.3400000333786,70.1999969482422,42,2.5,61,0,126
1035,黄鳝（鳝丝）,88,61,85.1999969482422,15.3999996185303,0.800000011920929,0,0,0,0.0399999991059303,2.07999992370605,1.79999995231628,1.10000002384186,131,57,2.79999995231628,61,0,0
1036,胡子鲇（塘虱鱼）,50,146,72.5999984741211,15.3999996185303,8,0,3.09999990463257,8,0.0500000007450581,0.109999999403954,4.30000019073486,0.0900000035762787,45.5,18,0.600000023841858,61,0,53
1037,尖嘴白,80,137,68.5999984741211,22.7000007629395,3.29999995231628,0,4.09999990463257,0,0.0500000007450581,0.0199999995529652,0,0.270000010728836,48.2999992370605,27,0.600000023841858,61,0,73
1038,鲒花,63,117,79.9000015258789,15.6000003814697,6.09999990463257,0,0,0,0.00999999977648258,0.25,0.899999976158142,2.50999999046326,0,0,0,61,0,34
1039,静鱼,80,126,73.9000015258789,19.5,6,0,0,0,0,0,0,0,0,0,0,61,0,0
1040,金线鱼（红三鱼）,40,100,77.0999984741211,18.6000003814697,2.90000009536743,0,0,20,0.00999999977648258,0.0299999993294477,4.80000019073486,0.610000014305115,118,102,1.39999997615814,61,0,54
1041,鲚鱼（大凤尾鱼）,79,106,77.5,13.1999998092651,5.5,0,0.800000011920929,15,0,0.0799999982118607,1,0.839999973773956,53.0999984741211,114,1.70000004768372,61,0,93
1042,鲚鱼（小凤尾鱼）,90,124,72.6999969482422,15.5,5.09999990463257,0,4,14,0.0599999986588955,0.0599999986588955,0.899999976158142,0.740000009536743,38.5,78,1.60000002384186,61,0,0
1043,鲫鱼（喜头鱼，海鲋鱼）,54,108,75.4000015258789,17.1000003814697,2.70000004768372,0,3.79999995231628,17,0.0399999991059303,0.0900000035762787,2.5,0.680000007152557,41.2000007629395,79,1.29999995231628,61,0,130
1044,口头鱼,56,134,70.3000030517578,19.6000003814697,4.19999980926514,0,4.5,0,0.00999999977648258,0.0399999991059303,2.40000009536743,0,47.7000007629395,103,2,61,0,0
1045,鳓鱼（快鱼，力鱼）,71,159,71.9000015258789,20.7000007629395,8.5,0,0,0,0,0.0199999995529652,0,1.83000004291534,47.7999992370605,39,1.29999995231628,61,0,76
1046,鲢鱼（白鲢，胖子，连子鱼）,61,102,77.8000030517578,17.7999992370605,3.59999990463257,0,0,20,0.0299999993294477,0.0700000002980232,2.5,1.23000001907349,57.5,53,1.39999997615814,61,0,99
1047,鲮鱼（雪鲮）,57,95,77.6999969482422,18.3999996185303,2.09999990463257,0,0.699999988079071,125,0.00999999977648258,0.0399999991059303,3,1.53999996185303,40.0999984741211,31,0.899999976158142,61,0,86
1048,鲮鱼（罐头）,100,399,27,30.7000007629395,26.8999996185303,0,8.5,0,0.0399999991059303,0.0900000035762787,2.29999995231628,5.55999994277954,2310,598,6.09999990463257,61,0,162
1049,鲤鱼（鲤拐子）,54,109,76.6999969482422,17.6000003814697,4.09999990463257,0,0.5,25,0.0299999993294477,0.0900000035762787,2.70000004768372,1.26999998092651,53.7000007629395,50,1,61,0,84
1050,罗非鱼（越南鱼，非洲黑鲫鱼）,53,77,80.9000015258789,16,1,0,1,7,0,0.280000001192093,2.5,0.100000001490116,66.8000030517578,24,1.10000002384186,61,0,54
1051,罗非鱼,55,98,76,18.3999996185303,1.5,0,2.79999995231628,0,0.109999999403954,0.170000001788139,3.29999995231628,1.9099999666214,19.7999992370605,12,0.899999976158142,61,0,78
1052,鲈鱼（鲈花）,58,100,77.6999969482422,18.6000003814697,3.40000009536743,0,0,19,0.0299999993294477,0.170000001788139,3.09999990463257,0.75,144.100006103516,138,2,61,0,86
1053,鳗鲡（鳗鱼，河鳗）,84,181,67.0999984741211,18.6000003814697,10.8000001907349,0,2.29999995231628,0,0.0199999995529652,0.0199999995529652,3.79999995231628,3.59999990463257,58.7999992370605,42,1.5,61,0,177
1054,梅童鱼（大头仔鱼，丁珠鱼）,63,113,76.6999969482422,18.8999996185303,5,0,0,25,0.0199999995529652,0.0599999986588955,2.09999990463257,0.810000002384186,106.099998474121,34,1.79999995231628,61,0,88
1055,鮸鱼(鳘鱼),76,82,79.3000030517578,20.2000007629395,0.899999976158142,0,0,33,0.00999999977648258,0.0500000007450581,3,0,54.7999992370605,21,1.10000002384186,61,0,62
1056,鲇鱼(胡子鲇，鲢胡，旺虾),65,102,78,17.2999992370605,3.70000004768372,0,0,0,0.0299999993294477,0.100000001490116,2.5,0.540000021457672,49.5999984741211,42,2.09999990463257,61,0,163
1057,泥鳅,60,96,76.5999984741211,17.8999996185303,2,0,1.70000004768372,14,0.100000001490116,0.330000013113022,6.19999980926514,0.790000021457672,74.8000030517578,299,2.90000009536743,61,0,136
1058,鲆(片口鱼，比目鱼),68,105,75.9000015258789,20.7999992370605,3.20000004768372,0,0,0,0.109999999403954,0,4.5,0.5,66.6999969482422,55,1,61,0,0
1059,青鱼(青皮鱼，青鳞鱼，青混),63,116,73.9000015258789,20.1000003814697,4.19999980926514,0,0.200000002980232,42,0.0299999993294477,0.0700000002980232,2.90000009536743,0.810000002384186,47.4000015258789,31,0.899999976158142,61,0,108
1060,鲨鱼(青鲨，白斑角鲨),56,110,75.0999984741211,22.2000007629395,3.20000004768372,0,0,21,0.00999999977648258,0.0500000007450581,3.09999990463257,0.579999983310699,102.199996948242,41,0.899999976158142,61,0,70
1061,舌鳎(花纹舌头，舌头鱼),68,83,79.8000030517578,17.7000007629395,1.39999997615814,0,0.100000001490116,6,0.0299999993294477,0.0500000007450581,2.09999990463257,0.639999985694885,138.800003051758,57,1.5,61,0,82
1062,蛇鲻(沙丁鱼，沙鲻),67,88,78,19.7999992370605,1.10000002384186,0,0,0,0.00999999977648258,0.0299999993294477,2,0.259999990463257,91.5,184,1.39999997615814,61,0,86
1063,蛇鲻(沙梭鱼),72,122,73.5,20.7999992370605,4.19999980926514,0,0.400000005960464,0,0.0399999991059303,0.0500000007450581,2,0.910000026226044,118.400001525879,117,0.300000011920929,61,0,86
1064,鲐鱼（青鲐鱼，鲐巴鱼，青砖鱼）,66,155,69.0999984741211,19.8999996185303,7.40000009536743,0,2.20000004768372,38,0.0799999982118607,0.119999997317791,8.80000019073486,0.550000011920929,87.6999969482422,50,1.5,61,0,77
1065,鲀（绿鳍马面鲀，面包鱼）,52,83,78.9000015258789,18.1000003814697,0.600000023841858,0,1.20000004768372,15,0.0199999995529652,0.0500000007450581,3,1.02999997138977,80.5,5.40000009536743,0.899999976158142,61,0,45
1066,乌鳢（黑鱼，石斑鱼，生鱼）,57,85,78.6999969482422,19.5,1.20000004768372,0,0,26,0.0199999995529652,0.140000000596046,2.5,0.970000028610229,48.7999992370605,152,0.699999988079071,61,0,91
1067,小黄鱼（小黄花鱼）,63,99,77.9000015258789,17.8999996185303,3,0,0.100000001490116,0,0.0399999991059303,0.0399999991059303,2.29999995231628,1.19000005722046,103,78,0.899999976158142,61,0,74
1068,鳕鱼（鳕狭，明太鱼）,45,88,77.4000015258789,20.3999996185303,0.5,0,0.5,14,0.0399999991059303,0.129999995231628,2.70000004768372,0,130.300003051758,42,0.5,61,0,114
1069,鳐鱼（夫鱼）,59,90,81.0999984741211,20.7999992370605,0.699999988079071,0,0,27,0.00999999977648258,0.109999999403954,3.59999990463257,0.790000021457672,130,22,0.600000023841858,61,0,48
1070,银鱼（面条鱼）,100,119,76.1999969482422,17.2000007629395,5.59999990463257,0,0,0,0.0299999993294477,0.0500000007450581,0.200000002980232,1.86000001430511,8.60000038146973,46,0.899999976158142,61,0,361
1071,鳙鱼（胖头鱼，摆佳鱼，花鲢鱼）,61,100,76.5,15.3000001907349,2.20000004768372,0,4.69999980926514,34,0.0399999991059303,0.109999999403954,2.79999995231628,2.65000009536743,60.5999984741211,82,0.800000011920929,61,0,112
1072,鱼片干,100,303,20.2000007629395,46.0999984741211,3.40000009536743,0,22,0,0.109999999403954,0.389999985694885,5,0.879999995231628,2320.60009765625,106,4.40000009536743,61,0,307
1073,鱼子酱（大麻哈鱼）,100,252,49.4000015258789,10.8999996185303,16.7999992370605,0,14.3999996185303,111,0.330000013113022,0.189999997615814,0.5,12.25,0,23,2.79999995231628,61,0,486
1074,鲻鱼（白眼棱鱼）,57,118,75.3000030517578,18.8999996185303,4.80000019073486,0,0,0,0.0199999995529652,0.129999995231628,2.29999995231628,3.33999991416931,71.4000015258789,19,0.5,61,0,99
1075,鳟鱼（红鳟鱼）,57,99,77,18.6000003814697,2.59999990463257,0,0.200000002980232,206,0.0799999982118607,0,0,3.54999995231628,110,34,0,61,0,102
1076,蚌肉,63,71,80.8000030517578,15,0.899999976158142,0,0.800000011920929,283,0.00999999977648258,0.219999998807907,0.400000005960464,0,6.09999990463257,190,50,62,0,148
1077,河虾,86,84,78.0999984741211,16.3999996185303,2.40000009536743,0,0,48,0.0399999991059303,0.0299999993294477,0,5.32999992370605,138.800003051758,325,4,63,0,240
1078,江虾（沼虾）,100,87,77,10.3000001907349,0.899999976158142,0,9.30000019073486,102,0.0399999991059303,0.119999997317791,2.20000004768372,11.3000001907349,0,78,8.80000019073486,63,0,116
1079,基围虾,60,101,75.1999969482422,18.2000007629395,1.39999997615814,0,3.90000009536743,0,0.0199999995529652,0.0700000002980232,2.90000009536743,1.69000005722046,172,83,2,63,0,181
1080,龙虾,46,90,77.5999984741211,18.8999996185303,1.10000002384186,0,1,0,0,0.0299999993294477,4.30000019073486,3.57999992370605,190,21,1.29999995231628,63,0,121
1081,明虾,57,85,79.8000030517578,13.3999996185303,1.79999995231628,0,3.79999995231628,0,0.00999999977648258,0.0399999991059303,4,1.54999995231628,119,75,0.600000023841858,63,0,273
1082,塘水虾（草虾）,57,96,74,21.2000007629395,1.20000004768372,0,0,44,0.0500000007450581,0.0299999993294477,0,4.82000017166138,109,403,3.40000009536743,63,0,264
1083,虾虎（琵琶虾）,32,81,80.5999984741211,11.6000003814697,1.70000004768372,0,4.80000019073486,0,0.0399999991059303,0.0399999991059303,0.899999976158142,3.1800000667572,136.600006103516,22,1.70000004768372,63,0,177
1084,虾米（海米）,100,195,37.4000015258789,43.7000007629395,2.59999990463257,0,0,21,0.00999999977648258,0.119999997317791,5,1.46000003814697,4891.89990234375,555,11,63,0,525
1085,虾脑酱,100,100,58.4000015258789,15.1999998092651,4.30000019073486,0,0,0,0,0.28999999165535,3.79999995231628,1.77999997138977,1790,667,8.69999980926514,63,0,249
1086,虾皮,100,153,42.4000015258789,30.7000007629395,2.20000004768372,0,2.5,19,0.0199999995529652,0.140000000596046,3.09999990463257,0.920000016689301,5057.7001953125,991,6.69999980926514,63,0,428
1087,蟹（海蟹）,55,95,77.0999984741211,13.8000001907349,2.29999995231628,0,4.69999980926514,30,0.00999999977648258,0.100000001490116,2.5,2.99000000953674,260,208,1.60000002384186,63,0,125
1088,蟹（河蟹）,42,103,75.8000030517578,17.5,2.59999990463257,0,2.29999995231628,389,0.0599999986588955,0.280000001192093,1.70000004768372,6.09000015258789,193.5,126,2.90000009536743,63,0,267
1089,蟹（踞缘青蟹，青蟹）,43,80,79.8000030517578,14.6000003814697,1.60000002384186,0,1.70000004768372,402,0.0199999995529652,0.389999985694885,2.29999995231628,2.78999996185303,192.899993896484,228,0.899999976158142,63,0,119
1090,蟹（梭子蟹）,49,95,77.5,15.8999996185303,3.09999990463257,0,0.899999976158142,121,0.0299999993294477,0.300000011920929,1.89999997615814,4.55999994277954,481.399993896484,280,2.5,63,0,142
1091,蟹肉,100,62,84.4000015258789,11.6000003814697,1.20000004768372,0,1.10000002384186,0,0.0299999993294477,0.0900000035762787,4.30000019073486,2.91000008583069,270,231,1.79999995231628,63,0,65
1092,菜籽油,100,899,0.100000001490116,0,99.9000015258789,0,0,0,0,0,0,60.8899993896484,7,9,3.70000004768372,81,0,0
1093,茶油,100,899,0.100000001490116,0,99.9000015258789,0,0,0,0,0,0,27.8999996185303,0.699999988079071,5,1.10000002384186,81,0,0
1094,大麻油,100,897,0.300000011920929,0,99.9000015258789,0,0,0,0,0,0,8.55000019073486,1.5,15,3.09999990463257,81,0,0
1095,豆油,100,899,0.100000001490116,0,99.9000015258789,0,0,0,0,0,0,93.0800018310547,4.90000009536743,13,2,81,0,0
1096,花生油,100,899,0.100000001490116,0,99.9000015258789,0,0,0,0,0,0,42.060001373291,3.5,12,2.90000009536743,81,0,0
1097,胡麻油,100,900,0,0,100,0,0,0,0,0,0,389.899993896484,0.600000023841858,3,0.200000002980232,81,0,0
1098,混合油（菜+棕）,100,895,0,0,99.9000015258789,0,1,0,0,0.0900000035762787,0.100000001490116,12.0500001907349,10.5,75,4.09999990463257,81,0,0
1099,葵花籽油,100,899,0.100000001490116,0,99.9000015258789,0,0,0,0,0,0,54.5999984741211,2.79999995231628,2,1,81,0,0
1100,辣椒油,100,900,0,0,100,0,0,0,0,0,0,87.2399978637695,0,0,0,81,0,0
1101,棉籽油,100,899,0.100000001490116,0,99.8000030517578,0,0.100000001490116,0,0,0,0,86.4499969482422,4.5,17,2,81,0,0
1102,牛油（炼）,100,898,0.200000002980232,0,99.6999969482422,0,0.100000001490116,89,0,0.0299999993294477,0.200000002980232,4.59999990463257,0,0,0,81,0,135
1103,牛油,100,835,6.19999980926514,0,92,0,1.79999995231628,54,0,0,0,0,9.39999961853027,9,3,81,0,0
1104,色拉油,100,898,0.200000002980232,0,99.8000030517578,0,0,0,0,0,0,24.0100002288818,5.09999990463257,18,1.70000004768372,81,0,0
1105,鸭油（炼）,100,897,0.300000011920929,0,99.6999969482422,0,0,71,0,0,0,0,0,0,0,81,0,83
1106,羊油,100,824,4,0,88,0,8,33,0,0,0,1.08000004291534,13.1999998092651,0,1,81,0,0
1107,羊油（炼）,100,895,0.100000001490116,0,99,0,0.899999976158142,0,0,0,0,0,0,0,0,81,0,107
1108,玉米油,100,895,0.200000002980232,0,99.1999969482422,0,0.5,0,0,0,0,51.939998626709,1.39999997615814,1,1.39999997615814,81,0,0
1109,芝麻油（香油）,100,898,0.100000001490116,0,99.6999969482422,0,0.200000002980232,0,0,0,0,68.5299987792969,1.10000002384186,9,2.20000004768372,81,0,0
1110,猪油（未炼）,100,827,4,0,88.6999969482422,0,7.19999980926514,89,0,0,0,21.8299999237061,138.5,0,2.09999990463257,81,0,0
1111,猪油（炼，大油）,100,897,0.200000002980232,0,99.5999984741211,0,0.200000002980232,27,0.0199999995529652,0.0299999993294477,0,5.21000003814697,0,0,0,81,0,93
1112,棕榈油,100,900,0,0,100,0,0,0,0,0,0,15.2399997711182,1.29999995231628,0,3.09999990463257,81,0,0
1113,艾窝窝,100,190,52.0999984741211,4.30000019073486,0,0.28999999165535,43.0999984741211,0,0.0199999995529652,0.0399999991059303,0.600000023841858,0.189999997615814,1.70000004768372,19,0.5,71,0,0
1114,白水羊头,100,193,61.9000015258789,22.3999996185303,11,0,1.20000004768372,13,0,0.280000001192093,1.39999997615814,0.870000004768372,899.400024414062,41,5.40000009536743,71,0,591
1115,板油酥饼,100,362,27.3999996185303,7.59999990463257,14.8999996185303,0,49.4000015258789,40,0.109999999403954,0.150000005960464,0.600000023841858,2.21000003814697,324,14,2.20000004768372,71,0,49
1116,饼干（VC饼干）,100,572,5.5,10.8000001907349,39.7000007629395,0.300000011920929,42.9000015258789,0,0.0799999982118607,0.0399999991059303,1.60000002384186,4.26999998092651,113.5,0,1.89999997615814,71,0,81
1117,饼干（奶油）,100,429,6.5,8.5,13.1000003814697,1,69.1999969482422,95,0.0900000035762787,0.0199999995529652,3.59999990463257,7.23000001907349,196.399993896484,49,2.09999990463257,71,0,81
1118,饼干,100,433,5.69999980926514,9,12.6999998092651,1.10000002384186,70.5999984741211,37,0.0799999982118607,0.0399999991059303,4.69999980926514,4.57000017166138,204.100006103516,73,1.89999997615814,71,0,81
1119,饼干（补血饼干）,100,452,4.09999990463257,11.8000001907349,14.6999998092651,0.400000005960464,68,0,0,0,0,0,177.399993896484,76,9.60000038146973,71,0,81
1120,饼干（高蛋白饼干）,100,448,5.59999990463257,11,16.2000007629395,1.5,64.5,77,0.129999995231628,0.0500000007450581,5.5,6.75,104.699996948242,111,3.70000004768372,71,0,81
1121,饼干（强化锌，富锌饼干）,100,444,3.29999995231628,11,13.3000001907349,1.10000002384186,70.0999984741211,13,0.0799999982118607,0.0399999991059303,1.70000004768372,8.47999954223633,231.100006103516,144,2.20000004768372,71,0,81
1122,饼干（曲奇饼）,100,546,1.89999997615814,6.5,31.6000003814697,0.200000002980232,58.9000015258789,0,0.0599999986588955,0.0599999986588955,1.29999995231628,6.03999996185303,174.600006103516,45,1.89999997615814,71,0,81
1123,饼干（军用压缩）,100,457,5.40000009536743,7.90000009536743,17.7999992370605,1.20000004768372,66.4000015258789,0,0.109999999403954,0.0299999993294477,5.09999990463257,0.629999995231628,320.100006103516,149,3.90000009536743,71,0,81
1124,饼干（儿童营养饼干）,100,446,3.90000009536743,10.8000001907349,12.8999996185303,0.300000011920929,71.8000030517578,0,0,0,0,0,107.400001525879,136,5.40000009536743,71,0,81
1125,饼干（钙奶饼干）,100,444,3.29999995231628,8.39999961853027,13.1999998092651,0.899999976158142,73,0,0.0599999986588955,0.0299999993294477,1.10000002384186,1.66999995708466,112.199996948242,115,3.5,71,0,81
1126,饼干（苏打）,100,408,5.69999980926514,8.39999961853027,7.69999980926514,0,76.1999969482422,0,0.0299999993294477,0.00999999977648258,0.400000005960464,1.00999999046326,12.1999998092651,0,1.60000002384186,71,0,81
1127,饼干（维夫饼干）,100,528,10.3000001907349,5.40000009536743,35.2000007629395,0.5,47.5,0,0.150000005960464,0.219999998807907,1.39999997615814,0.709999978542328,281.799987792969,58,2.40000009536743,71,0,81
1128,桔子饮料（固体）,100,391,2.20000004768372,0.200000002980232,0,0,97.5,0,0.0700000002980232,0.0500000007450581,0.800000011920929,0,10.6999998092651,54,0.200000002980232,85,63,0
1129,橘子汁,100,119,70.0999984741211,0,0.100000001490116,0,29.6000003814697,2,0,0,0,0,18.6000003814697,4,0.100000001490116,85,2,0
1130,可可粉,100,320,7.5,24.6000003814697,8.39999961853027,14.3000001907349,36.5,22,0.0500000007450581,0.159999996423721,1.39999997615814,6.32999992370605,23,74,1,85,0,0
1131,麦乳精,100,429,2,8.5,9.69999980926514,0,77,113,0.0500000007450581,0.300000011920929,0.699999988079071,0.439999997615814,177.800003051758,145,4.09999990463257,85,0,0
1132,猕猴桃精,100,390,2.20000004768372,0.400000005960464,0,0,97.0999984741211,0,0.0900000035762787,0.109999999403954,0.5,0,2.20000004768372,28,1.60000002384186,85,0,0
1133,巧克力豆奶,100,39,90.4000015258789,2.90000009536743,0.5,0,5.90000009536743,0,0.00999999977648258,0.0299999993294477,0.200000002980232,6,25.3999996185303,17,0.400000005960464,85,0,0
1134,汽水（橙汁汽水）,100,20,94.9000015258789,0,0,0,0,10,0,0.0199999995529652,0,0,8.10000038146973,10,0.100000001490116,85,0,0
1135,汽水（柠檬汽水）,100,38,90.5,0,0,0,9.5,0,0,0,0,0,3.29999995231628,9,0,85,0,0
